Station_Name,Latitude_N,Longitude_W,Date,Time,Temperature,Salinity,pCO2SW_Uatm,CO2SWQF_WHOTS,pCO2Air_Uatm,Doxy_Umolkg,DoxyQF,QF_BATS,Depth_m,Pressure_db,DIC_Umolkg,Alk_Umolkg,Nitrate_Nitrite_Umolkg,Nitr_Umolkg,Phos_Umolkg,Sil_Umolkg
ALOHA_1640200604,22.75,-158,01/31/2004,06:38,19.568,35.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200605,22.75,-158,01/31/2004,06:40,20.7044,35.2209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200606,22.75,-158,01/31/2004,06:41,21.7052,35.3257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200607,22.75,-158,01/31/2004,06:42,23.1136,35.3419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200608,22.75,-158,01/31/2004,06:44,25.8045,35.3361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200609,22.75,-158,01/31/2004,06:45,26.0611,35.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200610,22.75,-158,01/31/2004,06:46,26.0391,35.2255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200611,22.75,-158,01/31/2004,06:46,26.0395,35.2253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200612,22.75,-158,01/31/2004,06:47,26.0407,35.2283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200613,22.75,-158,01/31/2004,06:48,26.0396,35.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200614,22.75,-158,01/31/2004,06:49,26.0319,35.2278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200701,22.75,-158,01/31/2004,09:22,3.9262,34.4885,NaN,NaN,NaN,41.9,NaN,NaN,NaN,1020.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200702,22.75,-158,01/31/2004,09:26,4.5191,34.3589,NaN,NaN,NaN,25,NaN,NaN,NaN,798.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200703,22.75,-158,01/31/2004,09:32,6.3725,34.0311,NaN,NaN,NaN,102.6,NaN,NaN,NaN,499.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200704,22.75,-158,01/31/2004,09:37,17.5942,34.8193,NaN,NaN,NaN,202,NaN,NaN,NaN,201.4,2047.2,2289,NaN,-0.009,NaN,NaN
ALOHA_1640200705,22.75,-158,01/31/2004,09:39,19.2366,35.0443,NaN,NaN,NaN,202.8,NaN,NaN,NaN,175.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200706,22.75,-158,01/31/2004,09:39,19.5503,35.0856,NaN,NaN,NaN,202.7,NaN,NaN,NaN,164.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200707,22.75,-158,01/31/2004,09:40,19.9462,35.1329,NaN,NaN,NaN,203.8,NaN,NaN,NaN,149.7,2038.2,2312,NaN,-0.009,NaN,NaN
ALOHA_1640200708,22.75,-158,01/31/2004,09:42,20.9208,35.2445,NaN,NaN,NaN,208.3,NaN,NaN,NaN,124.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200709,22.75,-158,01/31/2004,09:43,21.2052,35.2728,NaN,NaN,NaN,209.2,NaN,NaN,NaN,113.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200710,22.75,-158,01/31/2004,09:44,21.9223,35.3412,NaN,NaN,NaN,216.2,NaN,NaN,NaN,99.4,2022.1,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200711,22.75,-158,01/31/2004,09:45,22.6867,35.3457,NaN,NaN,NaN,222.9,NaN,NaN,NaN,84.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200712,22.75,-158,01/31/2004,09:46,23.6725,35.3351,NaN,NaN,NaN,228.1,NaN,NaN,NaN,75.2,2001.4,2327,NaN,-0.009,NaN,NaN
ALOHA_1640200713,22.75,-158,01/31/2004,09:47,26.0775,35.3401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200714,22.75,-158,01/31/2004,09:48,26.0578,35.2506,NaN,NaN,NaN,203.4,NaN,NaN,NaN,44.7,1981.6,2317,NaN,-0.009,NaN,NaN
ALOHA_1640200715,22.75,-158,01/31/2004,09:49,26.0435,35.2336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200716,22.75,-158,01/31/2004,09:50,26.0393,35.2326,NaN,NaN,NaN,203.4,NaN,NaN,NaN,24.5,1980.5,2317,NaN,-0.009,NaN,NaN
ALOHA_1640200717,22.75,-158,01/31/2004,09:50,26.0405,35.2332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200718,22.75,-158,01/31/2004,09:51,26.0306,35.2269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200719,22.75,-158,01/31/2004,09:52,26.0233,35.2263,NaN,NaN,NaN,203.5,NaN,NaN,NaN,5,1981,2317,NaN,-0.009,NaN,NaN
ALOHA_1640200720,22.75,-158,01/31/2004,09:52,26.0231,35.2262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200801,22.75,-158,01/31/2004,12:25,3.8931,34.4938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200802,22.75,-158,01/31/2004,12:37,6.4178,34.0302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,499.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200803,22.75,-158,01/31/2004,12:44,18.9302,35.0056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200804,22.75,-158,01/31/2004,12:46,20.0496,35.1449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200805,22.75,-158,01/31/2004,12:48,21.0567,35.2584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200806,22.75,-158,01/31/2004,12:48,21.0532,35.2579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200807,22.75,-158,01/31/2004,12:48,21.0529,35.2572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200808,22.75,-158,01/31/2004,12:51,22.1145,35.3457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200809,22.75,-158,01/31/2004,12:51,22.1087,35.3462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200810,22.75,-158,01/31/2004,12:51,22.1229,35.3467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200811,22.75,-158,01/31/2004,12:53,23.4785,35.3383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200812,22.75,-158,01/31/2004,12:53,23.4799,35.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200813,22.75,-158,01/31/2004,12:53,23.516,35.3371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200814,22.75,-158,01/31/2004,12:56,26.0613,35.2743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200815,22.75,-158,01/31/2004,12:56,26.0618,35.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200816,22.75,-158,01/31/2004,12:56,26.0603,35.2722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200817,22.75,-158,01/31/2004,12:58,26.0067,35.2157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200818,22.75,-158,01/31/2004,12:58,26.0064,35.2157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200819,22.75,-158,01/31/2004,12:58,26.0048,35.2158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200820,22.75,-158,01/31/2004,13:00,26.0019,35.2156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200821,22.75,-158,01/31/2004,13:00,26.0025,35.2158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200822,22.75,-158,01/31/2004,13:00,26.0042,35.2182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200901,22.75,-158,01/31/2004,15:27,3.9422,34.4886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1019.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200902,22.75,-158,01/31/2004,15:32,4.5691,34.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,800.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200903,22.75,-158,01/31/2004,15:45,21.5226,35.3012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200904,22.75,-158,01/31/2004,15:46,22.7132,35.3504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200905,22.75,-158,01/31/2004,15:48,24.3704,35.3202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200906,22.75,-158,01/31/2004,15:49,26.0366,35.1653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200907,22.75,-158,01/31/2004,15:50,26.0135,35.1497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640200908,22.75,-158,01/31/2004,15:51,26.0009,35.1481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201001,22.75,-158,01/31/2004,18:28,3.9872,34.4789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1019.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201002,22.75,-158,01/31/2004,18:38,7.2115,34.0342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,499.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201003,22.75,-158,01/31/2004,18:45,18.6957,34.9739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201004,22.75,-158,01/31/2004,18:45,18.6838,34.9708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201005,22.75,-158,01/31/2004,18:46,20.142,35.1489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201006,22.75,-158,01/31/2004,18:47,20.1427,35.1484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201007,22.75,-158,01/31/2004,18:48,21.4873,35.2981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201008,22.75,-158,01/31/2004,18:48,21.4893,35.2984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201009,22.75,-158,01/31/2004,18:50,22.9182,35.3509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201010,22.75,-158,01/31/2004,18:50,22.9301,35.3516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201011,22.75,-158,01/31/2004,18:52,24.0939,35.3268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201012,22.75,-158,01/31/2004,18:52,24.0881,35.3267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201013,22.75,-158,01/31/2004,18:54,26.0279,35.1471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201014,22.75,-158,01/31/2004,18:54,26.0275,35.1467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201015,22.75,-158,01/31/2004,18:55,26.0178,35.1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201016,22.75,-158,01/31/2004,18:55,26.0186,35.1394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201017,22.75,-158,01/31/2004,18:57,26.0352,35.1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201018,22.75,-158,01/31/2004,18:57,26.0335,35.1401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201101,22.75,-158,01/31/2004,21:26,3.8412,34.4858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1020.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201102,22.75,-158,01/31/2004,21:36,6.826,34.0308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201103,22.75,-158,01/31/2004,21:42,17.1925,34.7465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,199.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201104,22.75,-158,01/31/2004,21:44,18.8695,34.9979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201105,22.75,-158,01/31/2004,21:46,20.0273,35.1346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201106,22.75,-158,01/31/2004,21:47,21.0538,35.2553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201107,22.75,-158,01/31/2004,21:47,21.0511,35.2543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201108,22.75,-158,01/31/2004,21:49,21.5205,35.3034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201109,22.75,-158,01/31/2004,21:50,22.1827,35.3473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201110,22.75,-158,01/31/2004,21:51,22.7286,35.3477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201111,22.75,-158,01/31/2004,21:53,23.2022,35.3407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201112,22.75,-158,01/31/2004,21:53,23.2066,35.3415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201113,22.75,-158,01/31/2004,21:54,24.4461,35.3225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201114,22.75,-158,01/31/2004,21:56,26.1024,35.2272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201115,22.75,-158,01/31/2004,21:57,26.0324,35.1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201116,22.75,-158,01/31/2004,21:57,26.0315,35.1394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201117,22.75,-158,01/31/2004,21:59,26.0955,35.1356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201118,22.75,-158,01/31/2004,21:59,26.0936,35.1355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201119,22.75,-158,01/31/2004,21:59,26.0941,35.1354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201120,22.75,-158,01/31/2004,21:59,26.0958,35.1355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201121,22.75,-158,01/31/2004,21:59,26.0971,35.1354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201122,22.75,-158,01/31/2004,22:00,26.0953,35.1354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201201,22.75,-158,01/01/2004,00:30,3.9011,34.4841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1020.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201202,22.75,-158,01/01/2004,00:40,6.7974,34.0322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,499.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201203,22.75,-158,01/01/2004,00:43,10.0784,34.1464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,349.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201204,22.75,-158,01/01/2004,00:46,13.3471,34.3111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201205,22.75,-158,01/01/2004,00:49,17.7731,34.8396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201206,22.75,-158,01/01/2004,00:50,19.1897,35.0397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201207,22.75,-158,01/01/2004,00:50,19.1945,35.0403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201208,22.75,-158,01/01/2004,00:52,20.3936,35.1819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201209,22.75,-158,01/01/2004,00:52,20.3948,35.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201210,22.75,-158,01/01/2004,00:54,21.4008,35.2907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201211,22.75,-158,01/01/2004,00:54,21.4005,35.2909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201212,22.75,-158,01/01/2004,00:55,22.5772,35.3485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201213,22.75,-158,01/01/2004,00:56,22.5763,35.3485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201214,22.75,-158,01/01/2004,00:57,26.1092,35.2632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201215,22.75,-158,01/01/2004,00:57,26.1075,35.2624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201216,22.75,-158,01/01/2004,00:59,26.0295,35.1457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201217,22.75,-158,01/01/2004,00:59,26.0294,35.1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201218,22.75,-158,01/01/2004,01:00,26.1547,35.1198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201219,22.75,-158,01/01/2004,01:00,26.1547,35.1199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201220,22.75,-158,01/01/2004,01:00,26.1506,35.1199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201221,22.75,-158,01/01/2004,01:01,26.1509,35.1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201222,22.75,-158,01/01/2004,01:01,26.1515,35.1199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201223,22.75,-158,01/01/2004,01:01,26.1513,35.1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201224,22.75,-158,01/01/2004,01:01,26.1502,35.1199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201301,22.75,-158,01/01/2004,03:20,3.942,34.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201302,22.75,-158,01/01/2004,03:30,6.6784,34.0297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,519.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201303,22.75,-158,01/01/2004,03:38,23.8553,35.3282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201304,22.75,-158,01/01/2004,03:41,26.1286,35.1219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201401,22.75,-158,01/01/2004,06:22,3.935,34.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1020.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201402,22.75,-158,01/01/2004,06:31,6.2912,34.0339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,519.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201403,22.75,-158,01/01/2004,06:38,18.6473,34.9683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201404,22.75,-158,01/01/2004,06:38,18.6227,34.9652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201405,22.75,-158,01/01/2004,06:40,19.9683,35.1358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201406,22.75,-158,01/01/2004,06:40,19.9663,35.1353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201407,22.75,-158,01/01/2004,06:42,20.6481,35.2117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201408,22.75,-158,01/01/2004,06:43,20.8793,35.2378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201409,22.75,-158,01/01/2004,06:43,20.8765,35.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201410,22.75,-158,01/01/2004,06:45,21.4696,35.3089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201411,22.75,-158,01/01/2004,06:47,22.1795,35.3516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201412,22.75,-158,01/01/2004,06:47,22.1499,35.3502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201413,22.75,-158,01/01/2004,06:49,22.6161,35.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201414,22.75,-158,01/01/2004,06:50,23.1205,35.3426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1640201415,22.75,-158,01/01/2004,06:50,23.1147,35.3422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.5,NaN,NaN,NaN,-0.009,NaN,NaN
