Station_Name,Latitude_N,Longitude_W,Date,Temperature,Salinity,Pressure_db,DIC_Umolkg,Alk_Umolkg,Phos_Umolkg,Sil_Umolkg
HOT_296,22.75,-158,10/07/2017,26.838,35.09,30,1987.8,2310,0.03,1.78
HOT_297,22.75,-158,11/09/2017,26.105,35.052,30,1987.85,2309.5,0.04,1.24
HOT_298,22.75,-158,12/13/2017,24.048,35.126,30,1999.8,2315.5,0.03,1.18
HOT_299,22.75,-158,01/18/2018,24.237,35.004,30,NaN,NaN,0.06,1.27
HOT_300,22.75,-158,02/26/2018,23.07,35.061,30,2001.45,2306.5,0.03,1.27
HOT_301,22.75,-158,04/18/2018,23.497,35.095,30,2007.45,2318.5,0.05,1.34
HOT_302,22.75,-158,05/16/2018,24.242,34.862,30,1990.1,2301,0.09,1.59
HOT_303,22.75,-158,06/27/2018,25.916,34.712,30,1978.95,2289.5,0.11,1.16
HOT_304,22.75,-158,07/25/2018,25.836,35.04,30,1989.95,2304,0.04,0.83
HOT_305,22.75,-158,09/11/2018,27.18,34.581,30,1963.45,2274.5,0.09,1.92
HOT_306,22.75,-158,10/13/2018,26.57,34.999,30,1984.15,2306.5,0.04,0.91
HOT_307,22.75,-158,11/17/2018,25.578,35.112,30,1998.9,2316,0.03,1.19
HOT_308,22.75,-158,12/11/2018,24.605,35.129,30,NaN,NaN,0.03,0.76
HOT_309,22.75,-158,01/16/2019,24.32,34.989,30,1989.05,2298,0.04,0.97
HOT_310,22.75,-158,02/20/2019,23.183,34.867,30,1995.2,2296,0.08,1.05
HOT_311,22.75,-158,05/03/2019,24.442,34.758,30,1990.85,2292,0.08,1.19
HOT_312,22.75,-158,06/12/2019,26.143,34.731,30,1983.9,2290.5,0.07,1.02
HOT_313,22.75,-158,07/02/2019,26.706,34.555,30,1966.75,2275,0.08,1.11
HOT_314,22.75,-158,08/03/2019,26.94,34.565,30,1969.2,2277.5,0.09,0.92
HOT_315,22.75,-158,09/05/2019,28.096,34.697,30,1967,2279.5,0.05,1.11
HOT_316,22.75,-158,10/18/2019,27.236,34.981,30,1978.8,2301.5,0.02,1.42
HOT_317,22.75,-158,12/19/2019,25.828,34.713,30,1976.5,2288.5,0.07,1.32
HOT_318,22.75,-158,01/08/2020,25.463,34.739,30,1976.3,2291,0.06,1.22
HOT_319,22.75,-158,01/31/2020,24.697,34.745,30,1984.8,2289,0.07,1.57
HOT_320,22.75,-158,07/16/2020,26.974,34.58,30,1965.85,2275,0.08,1.31
HOT_321,22.75,-158,08/08/2020,27.257,34.624,30,1965.03,2278,0.08,0.76
HOT_322,22.75,-158,09/01/2020,27.506,34.69,30,1966.88,2288.5,0.07,0.91
HOT_323,22.75,-158,09/27/2020,27.592,34.667,30,1966.38,2284,0.08,1.12
HOT_324,22.75,-158,11/19/2020,26.484,34.766,30,1973.65,2293,0.04,1.03
HOT_325,22.75,-158,12/19/2020,25.779,34.846,30,1980.55,2296,0.05,1.1
HOT_326,22.75,-158,01/13/2021,25.017,34.99,30,1990.85,2307,0.03,0.75
HOT_327,22.75,-158,02/17/2021,24.584,34.728,30,1982.45,2285.5,0.08,1.64
HOT_328,22.75,-158,03/24/2021,23.352,34.865,30,1997.45,2297.5,0.06,1.47
HOT_329,22.75,-158,04/14/2021,23.324,34.892,30,1995.33,2296,0.05,1.24
HOT_330,22.75,-158,05/17/2021,24.743,34.726,30,1987.83,2289,0.06,1.88
HOT_331,22.75,-158,06/23/2021,25.727,34.723,30,1985.3,2287,0.07,2.12
HOT_332,22.75,-158,07/17/2021,26.244,34.789,30,1986.45,2290,0.07,1.3
HOT_333,22.75,-158,10/29/2021,25.519,35.126,30,2005.23,2313.5,0.01,1.56
HOT_334,22.75,-158,12/05/2021,25.014,35.009,30,2006.4,2309,0.06,1.2
HOT_335,22.75,-158,03/28/2022,24.497,35.094,30,2005.7,2307,0.04,1.12
HOT_336,22.75,-158,05/27/2022,24.892,34.753,30,1996,2288,0.1,1.22
HOT_337,22.75,-158,07/10/2022,25.344,35.255,30,2017.4,2327.5,0.04,1.17
HOT_338,22.75,-158,07/31/2022,25.969,35.312,30,2016.55,2325,0.02,1.29
HOT_339,22.75,-158,09/01/2022,26.659,35.005,30,1995.35,2304,0.05,1.16
HOT_340,22.75,-158,01/24/2023,24.953,34.964,30,2001.35,2305,0.09,1.21
HOT_341,22.75,-158,03/29/2023,24.065,35.02,30,2011.2,2304.5,0.07,1.28
HOT_342,22.75,-158,05/27/2023,24.886,34.67,30,1999.15,2286.5,0.15,1.48
HOT_343,22.75,-158,08/11/2023,26.098,34.912,30,2002.8,2300.5,0.1,1.17
HOT_344,22.75,-158,09/17/2023,26.868,35.121,30,2001.6,2311,0.05,1.11
HOT_345,22.75,-158,10/09/2023,26.888,35.038,30,1992.9,2306,0.03,1.01
HOT_346,22.75,-158,11/06/2023,26.907,35.117,30,1998.95,2310,0.05,1.04
HOT_347,22.75,-158,11/29/2023,25.605,35.086,30,2005.8,2308.5,0.06,1.1
HOT_348,22.75,-158,12/28/2023,24.559,35.093,30,2013.15,2311,0.09,1.19
